title,location,type,bed,bath,area,price
"Reside conveniently, in this 800 SQ FT apartment for rent in Jamtola","East Shewrapara, Mirpur, Dhaka",Apartment,2,2,800 sqft,10 Thousand
Completely suitable and ready flat of 1170 SQ FT for rent in South Chalabon,"South Chalabon, Dakshin Khan, Dhaka",Apartment,3,3,"1,170 sqft",14 Thousand
"1150 Sq Ft Flat With 3 Bedrooms For Rent In Mirpur, Section 1, Shah Ali Bag","Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",17 Thousand
"Fulfil Your Residential Goals By Renting This 1200 Sq Ft Flat In Mirpur, Section 1","Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",17 Thousand
"If You Require A Home In Mirpur-1, Then Rent This 1200 Sq Ft Flat","Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",17 Thousand
This Vacant Flat Of 1150 Sq Ft Is Up For Rent In Mirpur-1,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",17 Thousand
"Do Not Overlook This 1100 Sq Ft Flat With Quality Residential Approaches, Up For Rent In Mirpur-1","Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,3,3,"1,100 sqft",17 Thousand
Get comfortable in a 1200 SQ FT flat for rent in Shah Ali Bag,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",17 Thousand
Convince Your Family To Shift In This 900 Sq Ft Cozy Flat For Rent In Mirpur-1,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,2,2,900 sqft,14 Thousand
Refresh Your Mind By Living In This 1200 Sq Ft Flat For Rent In Mirpur-1,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",17 Thousand
"You Will Love To Spend Your Days In This 1200 Square Feet Apartment For Rent In Mirpur, East Shewrapara","East Shewrapara, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",20 Thousand
Well-developed 600 SQ FT Residence up for rent in Pirerbag,"Pirerbag, Mirpur, Dhaka",Apartment,2,1,600 sqft,10 Thousand
"Live At Harmony In A Nice And Comfortable 800 Sq Ft Flat, Located At Joar Sahara","Joar Sahara, Dhaka",Apartment,2,2,800 sqft,15 Thousand
"This Cozy And Well-kept 3 Bedroom Flat For Rent Situated On Joar Sahara, Lichu Bagan Road","Joar Sahara, Dhaka",Apartment,3,3,"1,150 sqft",20 Thousand
"Keep Relaxing In This 1050 Sq Ft Flat For Rent In West Matikata, Cantonment","Matikata, Cantonment, Dhaka",Apartment,3,3,"1,050 sqft",17 Thousand
"A 1100 Square Feet And 3 Bedroom House Is Available For Rent At Joar Sahara Near Pioneer Dental College & Hospital, With An Affordable Deal.","Joar Sahara, Dhaka",Apartment,3,3,"1,100 sqft",19 Thousand
"At Uttara 5, A 900 Sq Ft Well Fitted Residential Property Is On Rent .","Sector 5, Uttara, Dhaka",Apartment,2,2,900 sqft,20 Thousand
"At West Matikata, A 1050 Sq Ft Apartment Is Available For Rent","Matikata, Cantonment, Dhaka",Apartment,3,3,"1,050 sqft",17 Thousand
"700 Square Feet Residential Flat Is Up For Rent At Sharkar Bari Road, Nadda","Nadda, Dhaka",Apartment,2,1,700 sqft,14 Thousand
For The Lifestyle You Deserve – 1800 Sq Ft Home For Rent In Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,800 sqft",20 Thousand
All Set For Rental Purpose This 1200 Sq Ft Flat In A Peaceful Location Of Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",16 Thousand
"1100 Sq Ft Flat For Rent At Shantibag Residential Area, Double Mooring","Shantibag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,3,3,"1,100 sqft",14 Thousand
"If You Are Looking For A Flat Of 1400 Sq Ft, Then Checkout This Great Home In Mirpur, Kallyanpur","Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,400 sqft",18 Thousand
"This Home Of 1800 Sq Ft Will Be Perfect For You To Live In Mirpur, Kallyanpur","Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,800 sqft",20 Thousand
Suitable Price! Lovely View! 1800 Sq Ft Apartment For Rent In Kallyanpur Near To Kallyanpur Shahi Masjid,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,800 sqft",20 Thousand
You Can Take Rent This Lovely Apartment Of 1400 Sq Ft To Live A Relaxed Life At Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,400 sqft",18 Thousand
Ready flat 1380 SQ FT is now to Rent in Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,380 sqft",17 Thousand
For Rental purpose 1400 SQ FT home is now up to Rent in Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,400 sqft",18 Thousand
Offering you 1500 SQ FT apartment to Rent in Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,500 sqft",18 Thousand
This 1750 sq. ft home will ensure your good quality of living in Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,750 sqft",20 Thousand
Properly-constructed 1450 SQ FT flat is now offering to you in Kallyanpur for rent,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,450 sqft",18 Thousand
To Reside Comfortably You Can Take This 1500 Sq Ft Flat For Rent In Kallyanpur Close to Kallyanpur Shahi Masjid,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,500 sqft",18 Thousand
1380 Sq Ft Flat Is Up For Rent At Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,380 sqft",17 Thousand
To Live Permanently You Can Take Rent This 800 Sq Ft Flat In Middle Monipur,"Mirpur, Dhaka",Apartment,2,2,800 sqft,14 Thousand
Consider Renting This 1380 Sq Ft With 3 Bedrooms Home In Kallyanpur Close To Natun Bazar Jame Masjid.,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,380 sqft",18 Thousand
A 1200 Square Feet And 3 Bedroom Medium Size Residential Apartment For Rent Beside To Kallyanpur Girls School And College.,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",16 Thousand
"Available For Rental Purpose, This 750 Sq Ft Apartment In Shapla Housing, West Agargaon","West Agargaon, Agargaon, Dhaka",Apartment,2,2,750 sqft,12 Thousand
Grab The Opportunity To Rent This 1800 Sq Ft Apartment In Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,800 sqft",20 Thousand
"Build Your Comfy Home In This 1400 Sq Ft Flat For Rent In Mirpur, Kallyanpur","Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,400 sqft",18 Thousand
"1750 Sq Ft Vacant Flat For Rent In Mirpur, Kallyanpur","Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,750 sqft",20 Thousand
"Smartly priced 800 SQ FT flat, that you should check in Kalachandpur","Kalachandpur, Dhaka",Apartment,2,2,800 sqft,15 Thousand
Ready for move in check this 800 sq. ft apartment for rent which is in Kalachandpur,"Kalachandpur, Dhaka",Apartment,2,2,800 sqft,15 Thousand
800 Sq Ft Residential Flat For Rent In A Booming Location Of Kalachandpur School Road,"Kalachandpur, Dhaka",Apartment,2,2,800 sqft,15 Thousand
This Slender 2 Bedroom Flat At West Kalachandpur Meeting Your Residential Concerns Is The Perfect Home To You.,"West Kalachandpur, Kalachandpur, Dhaka",Apartment,2,2,750 sqft,14 Thousand
Your Desired Large 3 Bedroom Home In Uttara-Ranavola Avenue Is Now Vacant For Rent,"Sector 10, Uttara, Dhaka",Apartment,3,3,"1,200 sqft",20 Thousand
Attain Your Desire Of Renting This Decent 700 Sq Ft Flat In Kalachandpur -Pashchim Para .,"West Kalachandpur, Kalachandpur, Dhaka",Apartment,2,2,700 sqft,13 Thousand
"This 2775 Sq Ft Apartment With A Pleasant Locality Is Up For Rent In Baridhara, Block K","Block K, Baridhara, Dhaka",Apartment,4,4,"2,775 sqft",1.7 Lakh
"Grab The Opportunity Of Renting This 2775 Sq Ft Apartment In Baridhara, Block K","Block K, Baridhara, Dhaka",Apartment,4,4,"2,775 sqft",1.7 Lakh
A Wonderful 600 Square Feet Apartment Is For Rent At East Monipur Road,"Monipur, Mirpur, Dhaka",Apartment,2,1,600 sqft,10.5 Thousand
"Well Defined And Nice Living Space Of 1500 Sq Ft Is Up For Rent In Sector 10, Uttara","Sector 10, Uttara, Dhaka",Apartment,3,3,"1,500 sqft",20 Thousand
"Take Rent This Attractive And Comfortable Flat Of 1800 Sq Ft In A Safe Area Of Uttara, Sector 15","Sector 15, Uttara, Dhaka",Apartment,3,3,"1,800 sqft",20 Thousand
"You Can Take Rent This 1800 Sq Ft Flat To Reside Peacefully In Uttara, Sector 15","Sector 15, Uttara, Dhaka",Apartment,3,3,"1,800 sqft",20 Thousand
"Property In Rajuk Uttara Apartment Project ,Block A – 1654 Sq Ft Flat For Rent.","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",14 Thousand
Focus On Renting A Home For Your Family Like This 900 Sq Ft Apartment In West Kazipara Masjid Road,"West Kazipara, Mirpur, Dhaka",Apartment,2,2,900 sqft,14 Thousand
Move in and inhabit this 700 SQ FT properly constructed apartment for rent in Ashkona,"Moddhopara, Ashkona, Dakshin Khan, Dhaka",Apartment,2,2,700 sqft,11 Thousand
"Picture yourself, residing in this well-constructed and planned 550 SQ FT apartment Ahmed Nagar for rent","Mirpur, Dhaka",Apartment,2,2,550 sqft,8.5 Thousand
Spend Happy Times With Your Loved Ones In This 1654 Sq Ft Flat For Rent In Uttara-18,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",15 Thousand
"Feel Relaxed In This 1654 Sq Ft Flat For Rent In Uttara, Rajuk Uttara Apartment Project","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",15 Thousand
Create your home in a 1800 SQ FT apartment for rent in Bashundhara R-A,"Bashundhara R-A, Dhaka",Apartment,4,4,"1,800 sqft",65 Thousand
"Picture yourself, residing in this well-constructed and planned 1250 SQ FT apartment Pirerbag for rent","Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,250 sqft",17 Thousand
Well-developed 1050 SQ FT Residence up for rent in Uttara,"Priyanka City, Sector 12, Uttara, Dhaka",Apartment,3,2,"1,050 sqft",18 Thousand
"Spend Your Days Making Pleasant Memories In This Home Of 1654 Sq Ft For Rent In Uttara, Sector 18","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",14 Thousand
"Neat and clean apartment of 1600 sq ft for rent in Uttara-10, sure to catch your eye.","Sector 10, Uttara, Dhaka",Apartment,3,3,"1,600 sqft",20 Thousand
"Impressively Done 1400 Sq Ft Rental Residential Flat Is In The Center Of Uttara, Sector 10","Sector 10, Uttara, Dhaka",Apartment,3,3,"1,400 sqft",20 Thousand
Available Residential Apartment Near Shewrapara WASA Water Pump Is Up For Rent.,"West Shewrapara, Mirpur, Dhaka",Apartment,3,3,"1,100 sqft",17 Thousand
"Neat And Clean Apartment Of 1654 Sq Ft For Rent In Rajuk Uttara Apartment Project, Sure To Catch Your Eye.","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",15 Thousand
"Lovely 1654 Sq Ft Home Is Available For Rent In Rajuk Uttara Apartment Project, Block A","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",15 Thousand
"Live At Harmony In A Nice And Comfortable 1654 Sq Ft Flat, Located At Rajuk Uttara Apartment Project","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",15 Thousand
Let Us Assist You To Rent This Flat Obtaining The Vision About Your Future Home In Rajuk Uttara Apartment Project,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",15 Thousand
We Have A 1150 Sq. Ft Flat For You In Middle Paikpara Nearby Riaz Uddin High School,"Middle Paikpara, Mirpur, Dhaka",Apartment,3,2,"1,150 sqft",15 Thousand
A Comfortable And Convenient 1654 Sq. Ft House Is Ready For Rent At Rajuk Uttara Apartment Project -Block A.,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",15 Thousand
This Slender 1654 Sq. Ft Flat At Rajuk Uttara Apartment Project Meeting Your Residential Concerns Is The Perfect Home To You.,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",15 Thousand
Celebrate Life Each Day In Your New Apartment Of 1100 Sq Ft At Army Housing Society Road-Dakshin Khan With Your Beloved Family.,"Moushair, Dakshin Khan, Dhaka",Apartment,3,2,"1,100 sqft",14 Thousand
"Grab This Nice 1654 Sq Ft Flat In Rajuk Uttara Apartment Project, To Fulfill Your Desire","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",15 Thousand
"Comfortable, convenient and well-constructed 1150 SQ FT flat for rent in Dakshin Khan","Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,3,2,"1,150 sqft",14.5 Thousand
We Are Calling You To Take A Look Of This 1654 Sq Ft Flat For Rent In Rajuk Uttara Apartment Project,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",14 Thousand
Ensure All The Necessary Home Facilities For Your Family In This 1654 Sq Ft Flat For Rent In Rajuk Uttara Apartment Project,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",15 Thousand
Share Your Happy Moments With Your Favorite People In This 1654 Sq Ft Flat For Rent In Uttara-18,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,3,4,"1,654 sqft",14 Thousand
"Checkout The Amazing Facilities Of This 1200 Sq Ft Apartment For Rent In Ashkona College Road, Dakshin Khan","Ashkona, Dakshin Khan, Dhaka",Apartment,3,3,"1,200 sqft",16 Thousand
"Draw Your Attention To This 600 Sq Ft Flat For Rent In Mirpur, Middle Paikpara","Mirpur, Dhaka",Apartment,2,2,600 sqft,9.5 Thousand
A well-constructed 850 SQ FT apartment is ready to Rent in West Kazipara,"Mirpur, Dhaka",Apartment,2,2,850 sqft,14 Thousand
For rental purpose 2250 Square feet flat is available in Banani,"Banani, Dhaka",Apartment,3,3,"2,250 sqft",80 Thousand
Superb 1200 SQ FT flat is available to Rent in Mirpur 12,"Block Dha, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",19.5 Thousand
"Rent This 700 Sq Ft Amazing Flat As Soon As Possible, Right In Mirpur-10","Section 10, Mirpur, Dhaka",Apartment,2,2,700 sqft,14 Thousand
Carry On With Your Great Life In This Flat Of 1325 Sq Ft For Rent In Uttara-1,"Sector 1, Uttara, Dhaka",Apartment,3,3,"1,325 sqft",30 Thousand
"This Home Of 800 Sq Ft Is Offering You A Great Environment To Live By In Mirpur, Middle Paikpara","Mirpur, Dhaka",Apartment,2,2,800 sqft,12.5 Thousand
"Everything You Need In A Home Is All Right Here In This Bashundhara R-A, Block J Flat Which Is Up For Rent.","Block J, Bashundhara R-A, Dhaka",Apartment,2,2,900 sqft,19 Thousand
Offering you 1200 SQ FT well-constructed flat to Rent in Mirpur 12,"Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",22.5 Thousand
"Smartly priced 900 SQ FT flat, that you should check in Paikpara","Mirpur, Dhaka",Apartment,3,2,900 sqft,15 Thousand
Enjoy Living In This 700 Square Feet Apartment For Rent In Uttara-5,"Sector 5, Uttara, Dhaka",Apartment,2,2,700 sqft,15 Thousand
"Looking for a nice flat to rent in Mirpur 12, check this one which is 650 SQ FT","Block B, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,11.5 Thousand
2000 Square Feet Residential Apartment Is Available For Rent At Banani,"Banani, Dhaka",Apartment,3,3,"2,000 sqft",70 Thousand
1500 Square Feet Ready Flat Is Up For Rent In Bashundhara Residential Area,"Block G, Bashundhara R-A, Dhaka",Apartment,3,3,"1,500 sqft",28 Thousand
Strongly constructed 600 SQ FT flat is available to Rent in Shinepukur,"Section 1, Mirpur, Dhaka",Apartment,2,1,600 sqft,11 Thousand
Ready flat 800 SQ FT is now to Rent in Dolipara,"Block B, Dolipara, Uttara, Dhaka",Apartment,2,2,800 sqft,17.24 Thousand
This Bright 3 Bedroom Home Located In Shah Ali Bag Is Ready To Welcome Its New Owner.,"Section 1, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",18 Thousand
Modern Home For Residents | 1150 Sq Ft Flat In Shah Ali Bag Is Up For Rent,"Section 1, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",18 Thousand
This 1150 Sq. ft Apartment Which Is Up To Rent Next To Shah Ali Bag Jame Masjid .,"Section 1, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",18 Thousand
"Feel Gratified By Renting This 650 Sq Ft Apartment In Mirpur, East Shewrapara","East Shewrapara, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
"A nice residential flat of 1150 SQ FT, for rent, can be found in Shah Ali Bag","Section 1, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",18 Thousand
"This Flat Of 1600 Sq Ft For Rent Is Located In A Great Location Of Mirpur, West Shewrapara","West Shewrapara, Mirpur, Dhaka",Apartment,4,3,"1,600 sqft",26 Thousand
Avail The Deal Of Renting This 1150 Sq Ft Flat In Mirpur-1,"Section 1, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",19 Thousand
This Flat Of 1150 Sq Ft Is Ready To Provide You With All The Homely Comforts In Mirpur-1,"Section 1, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",18 Thousand
"This Delightful 1150 Sq Ft Residential Arena Is Up For Rent In Mirpur, Section 1","Section 1, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",18 Thousand
"Comfortable, convenient and well-constructed 1150 SQ FT flat for rent in Mirpur","East Shewrapara, Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",18 Thousand
At Pallabi - Block C This 800 Square Feet Residential Apartment For Rent,"Block C, Eastern Housing, Pallabi, Mirpur, Dhaka",Apartment,2,2,800 sqft,14 Thousand
Here Is A Well Defined Flat Of 1450 Sq Ft Waiting For Rent At Mirpur -12,"Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,450 sqft",24 Thousand
A Fine 1450 Sq Ft Flat Is Now For Rent Which Is In Mirpur -12,"Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,450 sqft",24 Thousand
Attractive Apartment Of 1450 Sq Ft Is Up For Rent At Mirpur Section 12.,"Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,450 sqft",24 Thousand
Lovely Apartment Covering An Area Of 1450 Sq Ft Is Up For Rent In Mirpur 12,"Block B, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,450 sqft",24 Thousand
"In An Urban Location And Reasonable Price, This 3 Bedroom Flat Is Available For Rent In Mirpur Next To East West International School","West Shewrapara, Mirpur, Dhaka",Apartment,3,3,"1,100 sqft",17 Thousand
At K. b. Fazlul Kader Road 2040 Sq Ft Apartment To Rent,"16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,4,"2,040 sqft",36 Thousand
Next To Canberra Model School This Ready And Comfortable Apartment Is Up For Rent At Kuril .,"Kuril, Dhaka",Apartment,2,2,700 sqft,13 Thousand
700 Sq Ft Apartment Available For Rent In Kuril,"Kuril, Dhaka",Apartment,2,2,700 sqft,13 Thousand
500 Sq Ft Available Flat For Rent In Cantonment,Dhaka,Apartment,2,1,500 sqft,10 Thousand
500 Sq Ft Flat Is Available For Rent In Cantonment,Dhaka,Apartment,2,1,500 sqft,11 Thousand
"Bringing you an 1100 SQ FT apartment for rent, in Bayazid","Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",Apartment,3,3,"1,100 sqft",12.5 Thousand
"Bringing you a 750 SQ FT home for rent, in Double Mooring","Double Mooring, Chattogram",Apartment,1,1,750 sqft,10 Thousand
"800 Sq Ft Ready Flat For Rent At Bayazid, Kunjachaya Residential Area, Road No 2","Kunjachaya Residential Area, Bayazid, Chattogram",Apartment,2,2,800 sqft,12.5 Thousand
Make this 1450 SQ FT rental family residence yours located at Jalalabad Housing Society,"Jalalabad Housing Society, Chattogram",Apartment,3,3,"1,450 sqft",20 Thousand
A very beautiful 1450 SQ FT residence is now available for rent in Chattogram,"Jalalabad Housing Society, Chattogram",Apartment,3,3,"1,450 sqft",20 Thousand
In Pirerbag this apartment is up for rent which is 1127 SQ FT,"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",Apartment,3,3,"1,127 sqft",15 Thousand
Nice And Reasonable Flat Of 700 Sq Ft Is Ready To Rent In West Kalachandpur,"West Kalachandpur, Kalachandpur, Dhaka",Apartment,2,2,700 sqft,13 Thousand
1200 SQ FT flat is currently to rent in Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",22 Thousand
"At Uttara - Sector 6, A 900 Square Feet Residential Apartment For Rent","Sector 6, Uttara, Dhaka",Apartment,2,2,900 sqft,20 Thousand
1500 Sq Ft Residential Apartment Is Up For Rent At Uttara,"Sector 10, Uttara, Dhaka",Apartment,3,3,"1,500 sqft",20 Thousand
"A 2 Bedroom And 750 Sq Ft Properly Developed Flat For Rent In Lichu Bagan Road, Joar Sahara","Joar Sahara, Dhaka",Apartment,2,2,750 sqft,13 Thousand
A Beautiful Apartment For Rent Is All Set For You In The Location Of Uttara-5.,"Sector 5, Uttara, Dhaka",Apartment,2,2,900 sqft,18 Thousand
Tastefully Designed this 650 SQ FT home is now vacant for rent in Mirpur 11,"Road No 11, Block C, Section 11, Mirpur, Dhaka",Apartment,2,2,650 sqft,10 Thousand
This Adequate Living Property Is For Rent In Joar Sahara With Satisfactory Price.,"Joar Sahara, Dhaka",Apartment,2,2,"1,000 sqft",16 Thousand
An affordable 650 SQ FT home is vacant for rent at Mirpur 12,"Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
900 Sq Ft Remarkable Residential Space Is For Rent With Satisfactory Price At Dakshin Khan.,"East Azampur, Dakshin Khan, Dhaka",Apartment,3,2,900 sqft,12 Thousand
